,,,PA_10min,,PA_10min,,PA_10min,,TA_10min,,TA_10min,,TA_10min,,UR_10min,,UR_10min,,UR_10min,,RG_10min,,RG_10min,,RG_10min,,US_20_10min,,US_20_10min,,US_20_10min,,US_60_10min,,US_60_10min,,US_60_10min,,US_40_10min,,US_40_10min,,US_40_10min,,TS_20_10min,,TS_20_10min,,TS_20_10min,,TS_60_10min,,TS_60_10min,,TS_60_10min,,TS_40_10min,,TS_40_10min,,TS_40_10min,,UF_10min,,UF_10min,,UF_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,SParServer,,Charger,
date,time,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,DirAvg10m,status,GustDir,status,LullDir,status,SpdAvg10m,status,SpdMax10m,status,SpdMin10m,status,PP_10min,status,External_DC,
8/24/17,12:00:02 AM,VALID,756.668,VALID,778.7,VALID,738.0,VALID,34.242,VALID,37.8,VALID,31.2,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.011,VALID,0.031,VALID,0.0,VALID,10.945,VALID,10.952,VALID,10.929,VALID,20.724,VALID,20.737,VALID,20.7,VALID,11.08,VALID,11.112,VALID,11.043,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.89,VALID,14.9,VALID,14.8,VALID,330.261,VALID,330.811,VALID,330.2,VALID,65.0,VALID,79.0,VALID,64.0,VALID,2.426,VALID,5.602,VALID,0.203,VALID,0.0,VALID,12.394,
8/24/17,12:10:02 AM,VALID,757.022,VALID,775.5,VALID,733.3,VALID,34.153,VALID,37.3,VALID,31.6,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.003,VALID,0.012,VALID,0.0,VALID,10.941,VALID,10.952,VALID,10.929,VALID,20.715,VALID,20.719,VALID,20.7,VALID,11.087,VALID,11.112,VALID,11.066,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.9,VALID,14.9,VALID,14.9,VALID,330.566,VALID,330.811,VALID,330.2,VALID,57.0,VALID,79.0,VALID,76.0,VALID,1.829,VALID,3.797,VALID,0.203,VALID,0.0,VALID,12.386,
8/24/17,12:20:02 AM,VALID,739.637,VALID,764.4,VALID,716.0,VALID,36.535,VALID,39.7,VALID,33.3,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.001,VALID,0.013,VALID,0.0,VALID,10.945,VALID,10.952,VALID,10.929,VALID,20.707,VALID,20.719,VALID,20.7,VALID,11.084,VALID,11.112,VALID,11.043,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.9,VALID,14.9,VALID,14.9,VALID,330.383,VALID,330.811,VALID,330.2,VALID,21.0,VALID,31.0,VALID,98.0,VALID,2.318,VALID,4.602,VALID,0.203,VALID,0.0,VALID,12.396,
8/24/17,12:30:02 AM,VALID,752.05,VALID,774.8,VALID,715.2,VALID,34.86,VALID,39.8,VALID,31.7,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.015,VALID,0.029,VALID,0.0,VALID,10.946,VALID,10.952,VALID,10.929,VALID,20.708,VALID,20.719,VALID,20.681,VALID,11.084,VALID,11.112,VALID,11.043,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.9,VALID,14.9,VALID,14.9,VALID,330.261,VALID,330.811,VALID,330.2,VALID,42.0,VALID,19.0,VALID,244.0,VALID,1.522,VALID,4.703,VALID,0.102,VALID,0.0,VALID,12.394,
8/24/17,12:40:02 AM,VALID,748.563,VALID,771.7,VALID,721.2,VALID,35.352,VALID,39.0,VALID,32.2,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.023,VALID,0.054,VALID,0.0,VALID,10.948,VALID,10.975,VALID,10.907,VALID,20.707,VALID,20.719,VALID,20.7,VALID,11.075,VALID,11.112,VALID,11.043,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.89,VALID,14.9,VALID,14.8,VALID,330.261,VALID,330.811,VALID,330.2,VALID,38.0,VALID,18.0,VALID,102.0,VALID,2.435,VALID,5.297,VALID,0.5,VALID,0.0,VALID,12.392,
8/24/17,12:50:02 AM,VALID,758.002,VALID,905.8,VALID,720.1,VALID,34.128,VALID,39.2,VALID,13.5,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.024,VALID,0.045,VALID,0.007,VALID,10.95,VALID,10.952,VALID,10.929,VALID,20.706,VALID,20.719,VALID,20.7,VALID,11.082,VALID,11.112,VALID,11.066,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.89,VALID,14.9,VALID,14.8,VALID,330.2,VALID,330.2,VALID,330.2,VALID,22.0,VALID,41.0,VALID,161.0,VALID,1.826,VALID,4.297,VALID,0.297,VALID,0.0,VALID,12.389,
8/24/17,1:00:02 AM,VALID,780.542,VALID,905.7,VALID,742.9,VALID,31.363,VALID,36.1,VALID,13.5,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.0,VALID,0.002,VALID,0.0,VALID,10.943,VALID,10.952,VALID,10.929,VALID,20.712,VALID,20.719,VALID,20.681,VALID,11.082,VALID,11.112,VALID,11.066,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.89,VALID,14.9,VALID,14.8,VALID,330.2,VALID,330.2,VALID,330.2,VALID,35.0,VALID,67.0,VALID,352.0,VALID,1.608,VALID,5.0,VALID,0.203,VALID,0.0,VALID,12.386,
8/24/17,1:10:02 AM,VALID,749.003,VALID,794.1,VALID,723.3,VALID,35.483,VALID,39.3,VALID,29.1,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.0,VALID,0.001,VALID,0.0,VALID,10.945,VALID,10.952,VALID,10.929,VALID,20.697,VALID,20.719,VALID,20.681,VALID,11.082,VALID,11.112,VALID,11.043,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.9,VALID,14.9,VALID,14.9,VALID,330.2,VALID,330.2,VALID,330.2,VALID,6.0,VALID,24.0,VALID,308.0,VALID,1.26,VALID,3.602,VALID,0.102,VALID,0.0,VALID,12.381,
8/24/17,1:20:02 AM,VALID,749.738,VALID,764.6,VALID,733.7,VALID,35.27,VALID,38.1,VALID,33.2,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.0,VALID,0.0,VALID,0.0,VALID,10.943,VALID,10.952,VALID,10.929,VALID,20.704,VALID,20.719,VALID,20.681,VALID,11.071,VALID,11.089,VALID,11.043,VALID,15.2,VALID,15.2,VALID,15.2,VALID,15.3,VALID,15.3,VALID,15.3,VALID,14.9,VALID,14.9,VALID,14.9,VALID,330.2,VALID,330.2,VALID,330.2,VALID,9.0,VALID,8.0,VALID,340.0,VALID,2.582,VALID,5.297,VALID,0.297,VALID,0.0,VALID,12.363,
