,,,PA_10min,,PA_10min,,PA_10min,,TA_10min,,TA_10min,,TA_10min,,UR_10min,,UR_10min,,UR_10min,,RG_10min,,RG_10min,,RG_10min,,US_20_10min,,US_20_10min,,US_20_10min,,US_60_10min,,US_60_10min,,US_60_10min,,US_40_10min,,US_40_10min,,US_40_10min,,TS_20_10min,,TS_20_10min,,TS_20_10min,,TS_60_10min,,TS_60_10min,,TS_60_10min,,TS_40_10min,,TS_40_10min,,TS_40_10min,,UF_10min,,UF_10min,,UF_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,SParServer,,Charger,
date,time,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,DirAvg10m,status,GustDir,status,LullDir,status,SpdAvg10m,status,SpdMax10m,status,SpdMin10m,status,PP_10min,status,External_DC,
3/10/17,12:00:02 AM,VALID,899.903,VALID,900.0,VALID,899.9,VALID,20.23,VALID,20.3,VALID,20.1,VALID,92.797,VALID,93.1,VALID,92.4,VALID,0.01,VALID,0.024,VALID,0.0,VALID,11.835,VALID,11.857,VALID,11.812,VALID,17.167,VALID,17.183,VALID,17.143,VALID,9.958,VALID,9.986,VALID,9.939,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.4,VALID,23.4,VALID,23.4,VALID,23.31,VALID,23.4,VALID,23.3,VALID,382.629,VALID,387.573,VALID,378.418,VALID,306.0,VALID,314.0,VALID,313.0,VALID,0.815,VALID,1.398,VALID,0.398,VALID,0.0,VALID,12.401,
3/10/17,12:10:02 AM,VALID,899.778,VALID,899.9,VALID,899.7,VALID,20.25,VALID,20.3,VALID,20.2,VALID,93.357,VALID,93.5,VALID,93.0,VALID,0.009,VALID,0.024,VALID,0.0,VALID,11.835,VALID,11.857,VALID,11.812,VALID,17.157,VALID,17.183,VALID,17.122,VALID,9.946,VALID,9.963,VALID,9.939,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.4,VALID,23.4,VALID,23.4,VALID,23.33,VALID,23.4,VALID,23.3,VALID,393.372,VALID,397.339,VALID,388.794,VALID,279.0,VALID,291.0,VALID,267.0,VALID,0.763,VALID,1.297,VALID,0.297,VALID,0.0,VALID,12.398,
3/10/17,12:20:02 AM,VALID,899.612,VALID,899.7,VALID,899.5,VALID,20.187,VALID,20.3,VALID,20.1,VALID,93.123,VALID,93.6,VALID,92.4,VALID,0.002,VALID,0.014,VALID,0.0,VALID,11.837,VALID,11.857,VALID,11.812,VALID,17.163,VALID,17.183,VALID,17.122,VALID,9.958,VALID,9.986,VALID,9.939,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.4,VALID,23.4,VALID,23.4,VALID,23.32,VALID,23.4,VALID,23.3,VALID,402.161,VALID,406.494,VALID,397.949,VALID,320.0,VALID,333.0,VALID,305.0,VALID,0.801,VALID,1.602,VALID,0.297,VALID,0.0,VALID,12.394,
3/10/17,12:30:02 AM,VALID,899.455,VALID,899.5,VALID,899.4,VALID,20.2,VALID,20.2,VALID,20.2,VALID,93.388,VALID,93.5,VALID,93.3,VALID,0.003,VALID,0.028,VALID,0.0,VALID,11.837,VALID,11.857,VALID,11.812,VALID,17.158,VALID,17.183,VALID,17.143,VALID,9.949,VALID,9.986,VALID,9.916,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.4,VALID,23.4,VALID,23.4,VALID,23.33,VALID,23.4,VALID,23.3,VALID,412.17,VALID,417.48,VALID,407.104,VALID,281.0,VALID,316.0,VALID,267.0,VALID,0.9,VALID,1.398,VALID,0.398,VALID,0.0,VALID,12.389,
3/10/17,12:40:03 AM,VALID,899.542,VALID,899.6,VALID,899.5,VALID,20.2,VALID,20.2,VALID,20.2,VALID,93.387,VALID,93.5,VALID,93.3,VALID,0.004,VALID,0.016,VALID,0.0,VALID,11.838,VALID,11.857,VALID,11.812,VALID,17.155,VALID,17.183,VALID,17.143,VALID,9.951,VALID,9.963,VALID,9.939,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.38,VALID,23.4,VALID,23.3,VALID,23.32,VALID,23.4,VALID,23.3,VALID,423.828,VALID,429.077,VALID,418.701,VALID,274.0,VALID,275.0,VALID,270.0,VALID,0.985,VALID,1.5,VALID,0.398,VALID,0.0,VALID,12.385,
3/10/17,12:50:03 AM,VALID,899.683,VALID,899.8,VALID,899.6,VALID,20.2,VALID,20.2,VALID,20.2,VALID,93.302,VALID,93.4,VALID,93.3,VALID,0.005,VALID,0.031,VALID,0.0,VALID,11.824,VALID,11.835,VALID,11.812,VALID,17.154,VALID,17.183,VALID,17.122,VALID,9.928,VALID,9.963,VALID,9.893,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.38,VALID,23.4,VALID,23.3,VALID,23.34,VALID,23.4,VALID,23.3,VALID,436.218,VALID,442.505,VALID,430.298,VALID,275.0,VALID,284.0,VALID,242.0,VALID,0.88,VALID,1.297,VALID,0.398,VALID,0.0,VALID,12.381,
3/10/17,1:00:03 AM,VALID,899.757,VALID,899.8,VALID,899.7,VALID,20.13,VALID,20.2,VALID,20.1,VALID,93.158,VALID,93.3,VALID,93.0,VALID,0.013,VALID,0.036,VALID,0.0,VALID,11.819,VALID,11.857,VALID,11.79,VALID,17.149,VALID,17.183,VALID,17.122,VALID,9.951,VALID,9.963,VALID,9.939,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.4,VALID,23.4,VALID,23.4,VALID,23.34,VALID,23.4,VALID,23.3,VALID,448.547,VALID,454.102,VALID,443.115,VALID,280.0,VALID,294.0,VALID,328.0,VALID,0.825,VALID,1.5,VALID,0.203,VALID,0.0,VALID,12.356,
3/10/17,1:10:03 AM,VALID,899.673,VALID,899.8,VALID,899.6,VALID,20.1,VALID,20.1,VALID,20.1,VALID,93.164,VALID,93.3,VALID,92.9,VALID,0.024,VALID,0.048,VALID,0.0,VALID,11.819,VALID,11.857,VALID,11.79,VALID,17.147,VALID,17.163,VALID,17.122,VALID,9.935,VALID,9.963,VALID,9.893,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.4,VALID,23.4,VALID,23.4,VALID,23.34,VALID,23.4,VALID,23.3,VALID,460.022,VALID,465.088,VALID,454.712,VALID,294.0,VALID,356.0,VALID,313.0,VALID,0.809,VALID,1.602,VALID,0.398,VALID,0.0,VALID,12.365,
3/10/17,1:20:03 AM,VALID,899.662,VALID,899.7,VALID,899.6,VALID,20.163,VALID,20.2,VALID,20.1,VALID,93.0,VALID,93.1,VALID,92.9,VALID,0.001,VALID,0.008,VALID,0.0,VALID,11.822,VALID,11.835,VALID,11.812,VALID,17.162,VALID,17.183,VALID,17.122,VALID,9.932,VALID,9.963,VALID,9.916,VALID,24.4,VALID,24.4,VALID,24.4,VALID,23.39,VALID,23.4,VALID,23.3,VALID,23.33,VALID,23.4,VALID,23.3,VALID,471.802,VALID,476.685,VALID,466.919,VALID,333.0,VALID,34.0,VALID,61.0,VALID,0.813,VALID,1.602,VALID,0.203,VALID,0.0,VALID,12.368,
