,,,PA_10min,,PA_10min,,PA_10min,,TA_10min,,TA_10min,,TA_10min,,UR_10min,,UR_10min,,UR_10min,,RG_10min,,RG_10min,,RG_10min,,US_20_10min,,US_20_10min,,US_20_10min,,US_60_10min,,US_60_10min,,US_60_10min,,US_40_10min,,US_40_10min,,US_40_10min,,TS_20_10min,,TS_20_10min,,TS_20_10min,,TS_60_10min,,TS_60_10min,,TS_60_10min,,TS_40_10min,,TS_40_10min,,TS_40_10min,,UF_10min,,UF_10min,,UF_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,SParServer,,Charger,
date,time,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,DirAvg10m,status,GustDir,status,LullDir,status,SpdAvg10m,status,SpdMax10m,status,SpdMin10m,status,PP_10min,status,External_DC,
12/25/17,12:00:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.009,VALID,0.03,VALID,0.0,VALID,9.53,VALID,9.543,VALID,9.52,VALID,22.139,VALID,22.15,VALID,22.132,VALID,11.716,VALID,11.745,VALID,11.7,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.21,VALID,22.3,VALID,22.2,VALID,22.37,VALID,22.4,VALID,22.3,VALID,357.422,VALID,359.497,VALID,355.225,VALID,91.0,VALID,96.0,VALID,101.0,VALID,2.279,VALID,4.297,VALID,1.102,VALID,0.0,VALID,12.404,
12/25/17,12:10:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.01,VALID,0.048,VALID,0.0,VALID,9.539,VALID,9.543,VALID,9.52,VALID,22.11,VALID,22.132,VALID,22.096,VALID,11.727,VALID,11.745,VALID,11.7,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.38,VALID,22.4,VALID,22.3,VALID,354.004,VALID,355.225,VALID,352.783,VALID,85.0,VALID,86.0,VALID,72.0,VALID,1.908,VALID,3.297,VALID,0.797,VALID,0.0,VALID,12.4,
12/25/17,12:20:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.01,VALID,0.036,VALID,0.0,VALID,9.536,VALID,9.543,VALID,9.52,VALID,22.083,VALID,22.096,VALID,22.06,VALID,11.713,VALID,11.745,VALID,11.677,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.36,VALID,22.4,VALID,22.3,VALID,350.769,VALID,352.783,VALID,349.121,VALID,112.0,VALID,110.0,VALID,99.0,VALID,1.932,VALID,3.5,VALID,0.602,VALID,0.0,VALID,12.394,
12/25/17,12:30:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.008,VALID,0.023,VALID,0.0,VALID,9.533,VALID,9.543,VALID,9.52,VALID,22.039,VALID,22.06,VALID,22.024,VALID,11.725,VALID,11.745,VALID,11.7,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.36,VALID,22.4,VALID,22.3,VALID,347.595,VALID,349.121,VALID,345.459,VALID,108.0,VALID,109.0,VALID,109.0,VALID,1.735,VALID,3.297,VALID,0.797,VALID,0.0,VALID,12.374,
12/25/17,12:40:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.005,VALID,0.015,VALID,0.0,VALID,9.534,VALID,9.543,VALID,9.52,VALID,22.016,VALID,22.024,VALID,22.006,VALID,11.718,VALID,11.745,VALID,11.677,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.36,VALID,22.4,VALID,22.3,VALID,342.346,VALID,344.849,VALID,340.576,VALID,109.0,VALID,106.0,VALID,122.0,VALID,1.713,VALID,2.703,VALID,0.797,VALID,0.0,VALID,12.385,
12/25/17,12:50:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.006,VALID,0.026,VALID,0.0,VALID,9.541,VALID,9.543,VALID,9.52,VALID,21.991,VALID,22.024,VALID,21.969,VALID,11.722,VALID,11.745,VALID,11.677,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.35,VALID,22.4,VALID,22.3,VALID,338.928,VALID,339.966,VALID,337.524,VALID,114.0,VALID,106.0,VALID,118.0,VALID,1.472,VALID,2.703,VALID,1.0,VALID,0.0,VALID,12.387,
12/25/17,1:00:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.008,VALID,0.028,VALID,0.0,VALID,9.536,VALID,9.543,VALID,9.52,VALID,21.953,VALID,21.969,VALID,21.933,VALID,11.709,VALID,11.722,VALID,11.677,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.39,VALID,22.4,VALID,22.3,VALID,337.036,VALID,337.524,VALID,336.304,VALID,104.0,VALID,89.0,VALID,120.0,VALID,1.015,VALID,1.602,VALID,0.5,VALID,0.0,VALID,12.385,
12/25/17,1:10:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.016,VALID,0.05,VALID,0.0,VALID,9.539,VALID,9.543,VALID,9.52,VALID,21.936,VALID,21.951,VALID,21.915,VALID,11.704,VALID,11.745,VALID,11.655,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.33,VALID,22.4,VALID,22.3,VALID,335.327,VALID,336.304,VALID,334.473,VALID,109.0,VALID,105.0,VALID,104.0,VALID,1.391,VALID,2.398,VALID,0.797,VALID,0.0,VALID,12.383,
12/25/17,1:20:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.015,VALID,0.03,VALID,0.0,VALID,9.543,VALID,9.543,VALID,9.543,VALID,21.906,VALID,21.915,VALID,21.897,VALID,11.702,VALID,11.722,VALID,11.655,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.36,VALID,22.4,VALID,22.3,VALID,335.083,VALID,335.083,VALID,335.083,VALID,125.0,VALID,124.0,VALID,132.0,VALID,1.135,VALID,1.898,VALID,0.398,VALID,0.0,VALID,12.378,
12/25/17,1:30:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.011,VALID,0.029,VALID,0.0,VALID,9.543,VALID,9.543,VALID,9.543,VALID,21.88,VALID,21.897,VALID,21.861,VALID,11.695,VALID,11.722,VALID,11.655,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.32,VALID,22.4,VALID,22.3,VALID,336.182,VALID,336.914,VALID,335.693,VALID,115.0,VALID,100.0,VALID,110.0,VALID,0.961,VALID,1.602,VALID,0.602,VALID,0.0,VALID,12.375,
12/25/17,1:40:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.025,VALID,0.048,VALID,0.006,VALID,9.543,VALID,9.543,VALID,9.543,VALID,21.861,VALID,21.879,VALID,21.824,VALID,11.695,VALID,11.722,VALID,11.677,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.32,VALID,22.4,VALID,22.3,VALID,337.28,VALID,337.524,VALID,336.914,VALID,129.0,VALID,145.0,VALID,148.0,VALID,1.203,VALID,1.898,VALID,0.797,VALID,0.0,VALID,12.361,
12/25/17,1:50:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.006,VALID,0.032,VALID,0.0,VALID,9.541,VALID,9.543,VALID,9.52,VALID,21.833,VALID,21.842,VALID,21.806,VALID,11.691,VALID,11.722,VALID,11.632,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.34,VALID,22.4,VALID,22.3,VALID,338.44,VALID,339.355,VALID,337.524,VALID,126.0,VALID,83.0,VALID,113.0,VALID,1.282,VALID,2.203,VALID,0.797,VALID,0.0,VALID,12.34,
12/25/17,2:00:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.007,VALID,0.03,VALID,0.0,VALID,9.541,VALID,9.543,VALID,9.52,VALID,21.818,VALID,21.824,VALID,21.806,VALID,11.677,VALID,11.7,VALID,11.632,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.34,VALID,22.4,VALID,22.3,VALID,340.881,VALID,341.797,VALID,339.966,VALID,126.0,VALID,124.0,VALID,115.0,VALID,1.36,VALID,1.602,VALID,1.102,VALID,0.0,VALID,12.348,
12/25/17,2:10:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.016,VALID,0.057,VALID,0.0,VALID,9.533,VALID,9.543,VALID,9.52,VALID,21.793,VALID,21.806,VALID,21.77,VALID,11.684,VALID,11.7,VALID,11.655,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.31,VALID,22.4,VALID,22.3,VALID,342.163,VALID,342.407,VALID,341.797,VALID,145.0,VALID,117.0,VALID,167.0,VALID,0.901,VALID,1.102,VALID,0.602,VALID,0.0,VALID,12.349,
12/25/17,2:20:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.022,VALID,0.047,VALID,0.0,VALID,9.515,VALID,9.52,VALID,9.496,VALID,21.775,VALID,21.788,VALID,21.751,VALID,11.684,VALID,11.7,VALID,11.632,VALID,22.4,VALID,22.4,VALID,22.4,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.32,VALID,22.4,VALID,22.3,VALID,341.125,VALID,341.797,VALID,339.966,VALID,136.0,VALID,119.0,VALID,149.0,VALID,1.229,VALID,1.602,VALID,0.797,VALID,0.0,VALID,12.348,
12/25/17,2:30:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.025,VALID,0.052,VALID,0.009,VALID,9.52,VALID,9.543,VALID,9.496,VALID,21.747,VALID,21.788,VALID,21.733,VALID,11.677,VALID,11.7,VALID,11.655,VALID,22.34,VALID,22.4,VALID,22.3,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.31,VALID,22.4,VALID,22.3,VALID,339.905,VALID,340.576,VALID,339.355,VALID,142.0,VALID,117.0,VALID,155.0,VALID,1.239,VALID,1.5,VALID,0.797,VALID,0.0,VALID,12.342,
12/25/17,2:40:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.026,VALID,0.053,VALID,0.006,VALID,9.517,VALID,9.52,VALID,9.496,VALID,21.724,VALID,21.733,VALID,21.697,VALID,11.68,VALID,11.7,VALID,11.655,VALID,22.3,VALID,22.3,VALID,22.3,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.32,VALID,22.4,VALID,22.3,VALID,338.44,VALID,338.745,VALID,338.135,VALID,144.0,VALID,124.0,VALID,142.0,VALID,1.201,VALID,1.703,VALID,0.703,VALID,0.0,VALID,12.337,
12/25/17,2:50:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.014,VALID,0.049,VALID,0.0,VALID,9.513,VALID,9.52,VALID,9.496,VALID,21.707,VALID,21.715,VALID,21.697,VALID,11.684,VALID,11.7,VALID,11.632,VALID,22.3,VALID,22.3,VALID,22.3,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.32,VALID,22.4,VALID,22.3,VALID,336.609,VALID,337.524,VALID,335.693,VALID,97.0,VALID,112.0,VALID,86.0,VALID,0.914,VALID,1.703,VALID,0.102,VALID,0.0,VALID,12.332,
12/25/17,3:00:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.01,VALID,0.052,VALID,0.0,VALID,9.51,VALID,9.52,VALID,9.496,VALID,21.693,VALID,21.697,VALID,21.678,VALID,11.668,VALID,11.7,VALID,11.632,VALID,22.3,VALID,22.3,VALID,22.3,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.33,VALID,22.4,VALID,22.3,VALID,335.693,VALID,336.304,VALID,335.083,VALID,55.0,VALID,68.0,VALID,181.0,VALID,0.676,VALID,1.5,VALID,0.102,VALID,0.0,VALID,12.315,
12/25/17,3:10:03 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.011,VALID,0.039,VALID,0.0,VALID,9.499,VALID,9.52,VALID,9.473,VALID,21.682,VALID,21.697,VALID,21.66,VALID,11.677,VALID,11.7,VALID,11.655,VALID,22.3,VALID,22.3,VALID,22.3,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.34,VALID,22.4,VALID,22.3,VALID,334.656,VALID,335.083,VALID,334.473,VALID,92.0,VALID,110.0,VALID,71.0,VALID,1.017,VALID,2.102,VALID,0.297,VALID,0.0,VALID,12.307,
12/25/17,3:20:03 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.012,VALID,0.03,VALID,0.0,VALID,9.487,VALID,9.496,VALID,9.473,VALID,21.664,VALID,21.678,VALID,21.642,VALID,11.686,VALID,11.7,VALID,11.632,VALID,22.3,VALID,22.3,VALID,22.3,VALID,22.2,VALID,22.2,VALID,22.2,VALID,22.33,VALID,22.4,VALID,22.3,VALID,335.388,VALID,336.914,VALID,334.473,VALID,84.0,VALID,128.0,VALID,35.0,VALID,1.374,VALID,2.398,VALID,0.297,VALID,0.0,VALID,12.313,
