,,,PA_10min,,PA_10min,,PA_10min,,TA_10min,,TA_10min,,TA_10min,,UR_10min,,UR_10min,,UR_10min,,RG_10min,,RG_10min,,RG_10min,,US_20_10min,,US_20_10min,,US_20_10min,,US_60_10min,,US_60_10min,,US_60_10min,,US_40_10min,,US_40_10min,,US_40_10min,,TS_20_10min,,TS_20_10min,,TS_20_10min,,TS_60_10min,,TS_60_10min,,TS_60_10min,,TS_40_10min,,TS_40_10min,,TS_40_10min,,UF_10min,,UF_10min,,UF_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,SParServer,,Charger,
date,time,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,DirAvg10m,status,GustDir,status,LullDir,status,SpdAvg10m,status,SpdMax10m,status,SpdMin10m,status,PP_10min,status,External_DC,
11/20/17,12:00:02 AM,VALID,900.8,VALID,900.8,VALID,900.8,VALID,13.192,VALID,13.2,VALID,13.1,VALID,93.682,VALID,93.9,VALID,93.2,VALID,0.007,VALID,0.066,VALID,0.0,VALID,9.482,VALID,9.496,VALID,9.473,VALID,18.294,VALID,18.301,VALID,18.281,VALID,10.728,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.91,VALID,20.0,VALID,19.9,VALID,472.107,VALID,480.957,VALID,461.426,VALID,287.0,VALID,334.0,VALID,304.0,VALID,0.882,VALID,1.602,VALID,0.203,VALID,0.0,VALID,12.363,
11/20/17,12:10:02 AM,VALID,900.8,VALID,900.8,VALID,900.8,VALID,13.133,VALID,13.2,VALID,13.1,VALID,93.558,VALID,93.9,VALID,93.2,VALID,0.003,VALID,0.013,VALID,0.0,VALID,9.478,VALID,9.496,VALID,9.473,VALID,18.293,VALID,18.301,VALID,18.281,VALID,10.721,VALID,10.747,VALID,10.678,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.95,VALID,20.0,VALID,19.9,VALID,490.906,VALID,498.047,VALID,482.788,VALID,291.0,VALID,274.0,VALID,322.0,VALID,0.847,VALID,1.5,VALID,0.203,VALID,0.0,VALID,12.376,
11/20/17,12:20:02 AM,VALID,900.797,VALID,900.8,VALID,900.7,VALID,13.188,VALID,13.2,VALID,13.1,VALID,93.515,VALID,93.7,VALID,93.2,VALID,0.007,VALID,0.031,VALID,0.0,VALID,9.47,VALID,9.496,VALID,9.45,VALID,18.293,VALID,18.32,VALID,18.281,VALID,10.724,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.94,VALID,20.0,VALID,19.9,VALID,498.108,VALID,498.657,VALID,496.216,VALID,312.0,VALID,13.0,VALID,322.0,VALID,1.065,VALID,2.703,VALID,0.102,VALID,0.0,VALID,12.378,
11/20/17,12:30:02 AM,VALID,900.703,VALID,900.8,VALID,900.6,VALID,13.338,VALID,13.4,VALID,13.2,VALID,93.113,VALID,93.8,VALID,92.4,VALID,0.003,VALID,0.026,VALID,0.0,VALID,9.478,VALID,9.496,VALID,9.45,VALID,18.293,VALID,18.301,VALID,18.281,VALID,10.724,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.91,VALID,20.0,VALID,19.9,VALID,498.779,VALID,499.268,VALID,498.047,VALID,25.0,VALID,354.0,VALID,177.0,VALID,1.512,VALID,4.297,VALID,0.203,VALID,0.0,VALID,12.376,
11/20/17,12:40:02 AM,VALID,900.647,VALID,900.7,VALID,900.5,VALID,13.487,VALID,13.6,VALID,13.4,VALID,92.273,VALID,92.5,VALID,91.8,VALID,0.006,VALID,0.039,VALID,0.0,VALID,9.473,VALID,9.496,VALID,9.45,VALID,18.291,VALID,18.301,VALID,18.281,VALID,10.721,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.93,VALID,20.0,VALID,19.9,VALID,495.789,VALID,498.047,VALID,493.774,VALID,325.0,VALID,14.0,VALID,202.0,VALID,1.275,VALID,3.898,VALID,0.102,VALID,0.0,VALID,12.374,
11/20/17,12:50:02 AM,VALID,899.973,VALID,900.4,VALID,899.8,VALID,13.668,VALID,13.7,VALID,13.6,VALID,97.097,VALID,100.0,VALID,92.3,VALID,0.0,VALID,0.0,VALID,0.0,VALID,9.468,VALID,9.473,VALID,9.45,VALID,18.298,VALID,18.301,VALID,18.281,VALID,10.714,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.95,VALID,20.0,VALID,19.9,VALID,491.272,VALID,493.774,VALID,488.892,VALID,38.0,VALID,69.0,VALID,186.0,VALID,1.225,VALID,3.703,VALID,0.203,VALID,0.0,VALID,12.373,
11/20/17,1:00:02 AM,VALID,899.813,VALID,899.9,VALID,899.7,VALID,13.778,VALID,13.8,VALID,13.7,VALID,99.075,VALID,100.0,VALID,97.7,VALID,0.012,VALID,0.042,VALID,0.0,VALID,9.466,VALID,9.473,VALID,9.45,VALID,18.291,VALID,18.301,VALID,18.281,VALID,10.719,VALID,10.769,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.95,VALID,20.0,VALID,19.9,VALID,485.779,VALID,487.671,VALID,484.619,VALID,32.0,VALID,23.0,VALID,314.0,VALID,1.479,VALID,3.102,VALID,0.102,VALID,0.0,VALID,12.37,
11/20/17,1:10:02 AM,VALID,899.66,VALID,899.8,VALID,899.6,VALID,13.8,VALID,13.8,VALID,13.8,VALID,99.338,VALID,100.0,VALID,97.2,VALID,0.027,VALID,0.054,VALID,0.0,VALID,9.461,VALID,9.473,VALID,9.45,VALID,18.299,VALID,18.301,VALID,18.281,VALID,10.721,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.96,VALID,20.0,VALID,19.9,VALID,486.206,VALID,488.281,VALID,484.009,VALID,39.0,VALID,30.0,VALID,204.0,VALID,1.005,VALID,2.297,VALID,0.102,VALID,0.0,VALID,12.355,
11/20/17,1:20:02 AM,VALID,899.613,VALID,899.7,VALID,899.4,VALID,13.712,VALID,13.8,VALID,13.7,VALID,99.827,VALID,100.0,VALID,98.8,VALID,0.01,VALID,0.043,VALID,0.0,VALID,9.461,VALID,9.473,VALID,9.45,VALID,18.293,VALID,18.301,VALID,18.281,VALID,10.724,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.96,VALID,20.0,VALID,19.9,VALID,488.037,VALID,489.502,VALID,486.45,VALID,323.0,VALID,32.0,VALID,127.0,VALID,0.701,VALID,2.297,VALID,0.102,VALID,0.0,VALID,12.35,
11/20/17,1:30:02 AM,VALID,899.427,VALID,899.6,VALID,899.3,VALID,13.705,VALID,13.8,VALID,13.7,VALID,100.0,VALID,100.0,VALID,100.0,VALID,0.009,VALID,0.031,VALID,0.0,VALID,9.461,VALID,9.473,VALID,9.45,VALID,18.293,VALID,18.301,VALID,18.281,VALID,10.717,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.97,VALID,20.0,VALID,19.9,VALID,483.337,VALID,485.84,VALID,480.347,VALID,3.0,VALID,14.0,VALID,91.0,VALID,1.348,VALID,5.102,VALID,0.102,VALID,0.0,VALID,12.357,
11/20/17,1:40:02 AM,VALID,899.397,VALID,899.7,VALID,899.3,VALID,13.822,VALID,13.9,VALID,13.8,VALID,100.0,VALID,100.0,VALID,100.0,VALID,0.013,VALID,0.026,VALID,0.0,VALID,9.45,VALID,9.45,VALID,9.45,VALID,18.305,VALID,18.32,VALID,18.281,VALID,10.719,VALID,10.747,VALID,10.701,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.98,VALID,20.0,VALID,19.9,VALID,475.464,VALID,479.126,VALID,471.802,VALID,27.0,VALID,22.0,VALID,144.0,VALID,2.046,VALID,4.5,VALID,0.398,VALID,0.0,VALID,12.357,
11/20/17,1:50:02 AM,VALID,899.608,VALID,899.7,VALID,899.5,VALID,13.875,VALID,13.9,VALID,13.8,VALID,99.983,VALID,100.0,VALID,99.4,VALID,0.004,VALID,0.018,VALID,0.0,VALID,9.452,VALID,9.473,VALID,9.426,VALID,18.297,VALID,18.301,VALID,18.281,VALID,10.705,VALID,10.747,VALID,10.655,VALID,20.9,VALID,20.9,VALID,20.9,VALID,19.81,VALID,19.9,VALID,19.8,VALID,19.98,VALID,20.0,VALID,19.9,VALID,468.872,VALID,471.191,VALID,466.919,VALID,37.0,VALID,355.0,VALID,131.0,VALID,1.567,VALID,3.703,VALID,0.203,VALID,0.0,VALID,12.353,
11/20/17,2:00:02 AM,VALID,899.683,VALID,899.9,VALID,899.5,VALID,13.833,VALID,13.9,VALID,13.8,VALID,99.607,VALID,100.0,VALID,96.4,VALID,0.013,VALID,0.031,VALID,0.0,VALID,9.452,VALID,9.473,VALID,9.426,VALID,18.303,VALID,18.32,VALID,18.301,VALID,10.717,VALID,10.747,VALID,10.678,VALID,20.89,VALID,20.9,VALID,20.8,VALID,19.8,VALID,19.8,VALID,19.8,VALID,19.97,VALID,20.0,VALID,19.9,VALID,466.064,VALID,466.919,VALID,465.088,VALID,346.0,VALID,346.0,VALID,268.0,VALID,0.853,VALID,3.297,VALID,0.0,VALID,0.0,VALID,12.349,
11/20/17,2:10:02 AM,VALID,899.858,VALID,900.0,VALID,899.7,VALID,13.808,VALID,13.9,VALID,13.8,VALID,96.923,VALID,100.0,VALID,93.4,VALID,0.027,VALID,0.08,VALID,0.0,VALID,9.45,VALID,9.473,VALID,9.426,VALID,18.309,VALID,18.32,VALID,18.281,VALID,10.703,VALID,10.724,VALID,10.678,VALID,20.81,VALID,20.9,VALID,20.8,VALID,19.81,VALID,19.9,VALID,19.8,VALID,20.0,VALID,20.0,VALID,20.0,VALID,462.28,VALID,464.478,VALID,460.205,VALID,15.0,VALID,357.0,VALID,336.0,VALID,1.39,VALID,2.797,VALID,0.203,VALID,0.0,VALID,12.345,
