,,,PA_10min,,PA_10min,,PA_10min,,TA_10min,,TA_10min,,TA_10min,,UR_10min,,UR_10min,,UR_10min,,RG_10min,,RG_10min,,RG_10min,,US_20_10min,,US_20_10min,,US_20_10min,,US_60_10min,,US_60_10min,,US_60_10min,,US_40_10min,,US_40_10min,,US_40_10min,,TS_20_10min,,TS_20_10min,,TS_20_10min,,TS_60_10min,,TS_60_10min,,TS_60_10min,,TS_40_10min,,TS_40_10min,,TS_40_10min,,UF_10min,,UF_10min,,UF_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,SParServer,,Charger,
date,time,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,DirAvg10m,status,GustDir,status,LullDir,status,SpdAvg10m,status,SpdMax10m,status,SpdMin10m,status,PP_10min,status,External_DC,
8/23/17,12:00:03 AM,VALID,569.3,VALID,582.5,VALID,556.1,VALID,62.025,VALID,69.9,VALID,53.8,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.021,VALID,0.044,VALID,0.005,VALID,11.127,VALID,11.134,VALID,11.089,VALID,21.109,VALID,21.109,VALID,21.109,VALID,11.375,VALID,11.407,VALID,11.339,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.4,VALID,15.4,VALID,15.4,VALID,14.79,VALID,14.8,VALID,14.7,VALID,328.369,VALID,328.369,VALID,328.369,VALID,29.0,VALID,22.0,VALID,350.0,VALID,3.154,VALID,6.5,VALID,0.602,VALID,0.0,VALID,12.397,
8/23/17,12:10:03 AM,VALID,598.185,VALID,664.1,VALID,543.3,VALID,52.225,VALID,59.3,VALID,43.4,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.017,VALID,0.051,VALID,0.0,VALID,11.114,VALID,11.134,VALID,11.089,VALID,21.109,VALID,21.109,VALID,21.109,VALID,11.377,VALID,11.407,VALID,11.339,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.4,VALID,15.4,VALID,15.4,VALID,14.75,VALID,14.8,VALID,14.7,VALID,328.369,VALID,328.369,VALID,328.369,VALID,20.0,VALID,31.0,VALID,188.0,VALID,2.534,VALID,7.703,VALID,0.203,VALID,0.0,VALID,12.394,
8/23/17,12:20:03 AM,VALID,518.95,VALID,533.7,VALID,504.2,VALID,59.9,VALID,59.9,VALID,59.9,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.011,VALID,0.081,VALID,0.0,VALID,11.114,VALID,11.134,VALID,11.089,VALID,21.096,VALID,21.109,VALID,21.09,VALID,11.359,VALID,11.384,VALID,11.339,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.4,VALID,15.4,VALID,15.4,VALID,14.77,VALID,14.8,VALID,14.7,VALID,328.369,VALID,328.369,VALID,328.369,VALID,12.0,VALID,14.0,VALID,207.0,VALID,2.567,VALID,7.398,VALID,0.102,VALID,0.0,VALID,12.392,
8/23/17,12:30:02 AM,VALID,628.496,VALID,677.3,VALID,550.6,VALID,48.135,VALID,57.7,VALID,42.1,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.003,VALID,0.014,VALID,0.0,VALID,11.109,VALID,11.134,VALID,11.089,VALID,21.094,VALID,21.109,VALID,21.09,VALID,11.359,VALID,11.384,VALID,11.339,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.4,VALID,15.4,VALID,15.4,VALID,14.76,VALID,14.8,VALID,14.7,VALID,328.369,VALID,328.369,VALID,328.369,VALID,44.0,VALID,66.0,VALID,359.0,VALID,3.052,VALID,7.0,VALID,0.398,VALID,0.0,VALID,12.388,
8/23/17,12:40:02 AM,VALID,588.367,VALID,648.1,VALID,510.8,VALID,53.31,VALID,62.7,VALID,46.1,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.013,VALID,0.037,VALID,0.0,VALID,11.116,VALID,11.134,VALID,11.089,VALID,21.094,VALID,21.109,VALID,21.072,VALID,11.361,VALID,11.407,VALID,11.339,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.39,VALID,15.4,VALID,15.3,VALID,14.73,VALID,14.8,VALID,14.7,VALID,328.369,VALID,328.369,VALID,328.369,VALID,51.0,VALID,66.0,VALID,177.0,VALID,3.908,VALID,7.602,VALID,0.398,VALID,0.0,VALID,12.385,
8/23/17,12:50:02 AM,VALID,571.791,VALID,650.7,VALID,504.6,VALID,55.159,VALID,65.2,VALID,45.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.013,VALID,0.051,VALID,0.0,VALID,11.114,VALID,11.134,VALID,11.089,VALID,21.09,VALID,21.09,VALID,21.09,VALID,11.354,VALID,11.384,VALID,11.316,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.4,VALID,15.4,VALID,15.4,VALID,14.75,VALID,14.8,VALID,14.7,VALID,328.43,VALID,328.979,VALID,328.369,VALID,46.0,VALID,45.0,VALID,275.0,VALID,3.031,VALID,6.797,VALID,0.398,VALID,0.0,VALID,12.364,
8/23/17,1:00:02 AM,VALID,607.713,VALID,653.5,VALID,527.9,VALID,51.461,VALID,64.5,VALID,44.6,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.006,VALID,0.022,VALID,0.0,VALID,11.105,VALID,11.134,VALID,11.066,VALID,21.09,VALID,21.09,VALID,21.09,VALID,11.352,VALID,11.384,VALID,11.316,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.4,VALID,15.4,VALID,15.4,VALID,14.79,VALID,14.8,VALID,14.7,VALID,328.674,VALID,328.979,VALID,328.369,VALID,52.0,VALID,22.0,VALID,203.0,VALID,3.317,VALID,8.703,VALID,0.203,VALID,0.0,VALID,12.369,
8/23/17,1:10:02 AM,VALID,567.804,VALID,619.1,VALID,510.2,VALID,55.089,VALID,66.2,VALID,48.2,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.0,VALID,0.003,VALID,0.0,VALID,11.115,VALID,11.134,VALID,11.089,VALID,21.085,VALID,21.09,VALID,21.072,VALID,11.352,VALID,11.384,VALID,11.316,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.4,VALID,15.4,VALID,15.4,VALID,14.78,VALID,14.9,VALID,14.7,VALID,328.979,VALID,328.979,VALID,328.979,VALID,41.0,VALID,23.0,VALID,309.0,VALID,2.873,VALID,7.102,VALID,0.297,VALID,0.0,VALID,12.373,
8/23/17,1:20:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.001,VALID,0.005,VALID,0.0,VALID,11.107,VALID,11.134,VALID,11.089,VALID,21.08,VALID,21.09,VALID,21.072,VALID,11.348,VALID,11.361,VALID,11.316,VALID,14.9,VALID,14.9,VALID,14.9,VALID,15.4,VALID,15.4,VALID,15.4,VALID,14.78,VALID,14.8,VALID,14.7,VALID,328.918,VALID,328.979,VALID,328.369,VALID,32.0,VALID,1.0,VALID,35.0,VALID,3.43,VALID,7.398,VALID,0.797,VALID,0.0,VALID,12.371,
