,,,PA_10min,,PA_10min,,PA_10min,,TA_10min,,TA_10min,,TA_10min,,UR_10min,,UR_10min,,UR_10min,,RG_10min,,RG_10min,,RG_10min,,US_20_10min,,US_20_10min,,US_20_10min,,US_60_10min,,US_60_10min,,US_60_10min,,US_40_10min,,US_40_10min,,US_40_10min,,TS_20_10min,,TS_20_10min,,TS_20_10min,,TS_60_10min,,TS_60_10min,,TS_60_10min,,TS_40_10min,,TS_40_10min,,TS_40_10min,,UF_10min,,UF_10min,,UF_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,SParServer,,Charger,
date,time,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,DirAvg10m,status,GustDir,status,LullDir,status,SpdAvg10m,status,SpdMax10m,status,SpdMin10m,status,PP_10min,status,External_DC,
11/26/17,12:00:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.015,VALID,0.037,VALID,0.0,VALID,11.408,VALID,11.429,VALID,11.384,VALID,19.026,VALID,19.044,VALID,19.024,VALID,10.747,VALID,10.769,VALID,10.724,VALID,20.7,VALID,20.7,VALID,20.7,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.28,VALID,20.3,VALID,20.2,VALID,354.126,VALID,357.056,VALID,350.952,VALID,2.0,VALID,47.0,VALID,196.0,VALID,2.178,VALID,5.203,VALID,0.102,VALID,0.0,VALID,12.41,
11/26/17,12:10:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.037,VALID,0.072,VALID,0.013,VALID,11.386,VALID,11.407,VALID,11.361,VALID,19.021,VALID,19.024,VALID,19.005,VALID,10.763,VALID,10.792,VALID,10.747,VALID,20.7,VALID,20.7,VALID,20.7,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.3,VALID,20.3,VALID,20.3,VALID,347.473,VALID,350.342,VALID,344.238,VALID,8.0,VALID,18.0,VALID,174.0,VALID,2.025,VALID,4.703,VALID,0.203,VALID,0.0,VALID,12.407,
11/26/17,12:20:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.039,VALID,0.057,VALID,0.006,VALID,11.358,VALID,11.384,VALID,11.339,VALID,19.02,VALID,19.024,VALID,19.005,VALID,10.795,VALID,10.815,VALID,10.769,VALID,20.7,VALID,20.7,VALID,20.7,VALID,20.11,VALID,20.2,VALID,20.1,VALID,20.3,VALID,20.3,VALID,20.3,VALID,341.37,VALID,343.628,VALID,339.355,VALID,352.0,VALID,11.0,VALID,310.0,VALID,2.341,VALID,4.602,VALID,0.203,VALID,0.0,VALID,12.405,
11/26/17,12:30:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.013,VALID,0.035,VALID,0.0,VALID,11.341,VALID,11.361,VALID,11.339,VALID,19.025,VALID,19.044,VALID,19.005,VALID,10.822,VALID,10.861,VALID,10.792,VALID,20.7,VALID,20.7,VALID,20.7,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.28,VALID,20.3,VALID,20.2,VALID,337.769,VALID,338.745,VALID,336.914,VALID,341.0,VALID,354.0,VALID,155.0,VALID,1.615,VALID,4.203,VALID,0.102,VALID,0.0,VALID,12.401,
11/26/17,12:40:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.001,VALID,0.006,VALID,0.0,VALID,11.339,VALID,11.339,VALID,11.339,VALID,19.024,VALID,19.044,VALID,19.005,VALID,10.856,VALID,10.907,VALID,10.838,VALID,20.7,VALID,20.7,VALID,20.7,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.29,VALID,20.3,VALID,20.2,VALID,335.51,VALID,336.304,VALID,334.473,VALID,332.0,VALID,344.0,VALID,247.0,VALID,1.935,VALID,4.0,VALID,0.297,VALID,0.0,VALID,12.381,
11/26/17,12:50:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.015,VALID,0.04,VALID,0.0,VALID,11.339,VALID,11.339,VALID,11.339,VALID,19.024,VALID,19.044,VALID,19.005,VALID,10.863,VALID,10.907,VALID,10.815,VALID,20.7,VALID,20.7,VALID,20.7,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.28,VALID,20.3,VALID,20.2,VALID,334.167,VALID,334.473,VALID,333.862,VALID,331.0,VALID,6.0,VALID,320.0,VALID,1.833,VALID,3.203,VALID,0.5,VALID,0.0,VALID,12.384,
11/26/17,1:00:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.007,VALID,0.018,VALID,0.0,VALID,11.319,VALID,11.339,VALID,11.248,VALID,19.021,VALID,19.024,VALID,19.005,VALID,10.897,VALID,10.929,VALID,10.861,VALID,20.7,VALID,20.7,VALID,20.7,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.29,VALID,20.3,VALID,20.2,VALID,352.905,VALID,386.963,VALID,333.862,VALID,312.0,VALID,301.0,VALID,306.0,VALID,1.694,VALID,2.797,VALID,0.703,VALID,0.03,VALID,12.388,
11/26/17,1:10:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.029,VALID,0.059,VALID,0.0,VALID,11.222,VALID,11.293,VALID,11.18,VALID,19.021,VALID,19.024,VALID,19.005,VALID,10.92,VALID,10.952,VALID,10.884,VALID,20.7,VALID,20.7,VALID,20.7,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.28,VALID,20.3,VALID,20.2,VALID,403.198,VALID,407.715,VALID,392.456,VALID,334.0,VALID,353.0,VALID,339.0,VALID,1.528,VALID,3.0,VALID,0.297,VALID,0.07,VALID,12.387,
11/26/17,1:20:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.016,VALID,0.044,VALID,0.0,VALID,11.198,VALID,11.203,VALID,11.18,VALID,19.026,VALID,19.044,VALID,19.024,VALID,10.957,VALID,10.998,VALID,10.929,VALID,20.69,VALID,20.7,VALID,20.6,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.3,VALID,20.3,VALID,20.3,VALID,399.719,VALID,401.611,VALID,397.949,VALID,321.0,VALID,335.0,VALID,315.0,VALID,2.298,VALID,3.797,VALID,1.203,VALID,0.0,VALID,12.382,
11/26/17,1:30:02 AM,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,INVALID,0.0,VALID,0.011,VALID,0.033,VALID,0.0,VALID,11.182,VALID,11.203,VALID,11.18,VALID,19.023,VALID,19.024,VALID,19.005,VALID,10.98,VALID,11.021,VALID,10.952,VALID,20.65,VALID,20.7,VALID,20.6,VALID,20.1,VALID,20.1,VALID,20.1,VALID,20.3,VALID,20.3,VALID,20.3,VALID,400.574,VALID,402.832,VALID,397.339,VALID,339.0,VALID,333.0,VALID,21.0,VALID,1.993,VALID,4.102,VALID,0.203,VALID,0.01,VALID,12.377,
