,,,PA_10min,,PA_10min,,PA_10min,,TA_10min,,TA_10min,,TA_10min,,UR_10min,,UR_10min,,UR_10min,,RG_10min,,RG_10min,,RG_10min,,US_20_10min,,US_20_10min,,US_20_10min,,US_60_10min,,US_60_10min,,US_60_10min,,US_40_10min,,US_40_10min,,US_40_10min,,TS_20_10min,,TS_20_10min,,TS_20_10min,,TS_60_10min,,TS_60_10min,,TS_60_10min,,TS_40_10min,,TS_40_10min,,TS_40_10min,,UF_10min,,UF_10min,,UF_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,VV_DV_10min,,SParServer,,Charger,
date,time,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,Avg,status,Max,status,Min,status,DirAvg10m,status,GustDir,status,LullDir,status,SpdAvg10m,status,SpdMax10m,status,SpdMin10m,status,PP_10min,status,External_DC,
1/23/17,12:00:03 AM,VALID,902.8,VALID,902.8,VALID,902.8,VALID,15.295,VALID,15.3,VALID,15.2,VALID,91.677,VALID,92.1,VALID,91.4,VALID,0.009,VALID,0.026,VALID,0.0,VALID,10.241,VALID,10.241,VALID,10.241,VALID,16.094,VALID,16.121,VALID,16.08,VALID,8.245,VALID,8.266,VALID,8.218,VALID,26.7,VALID,26.7,VALID,26.7,VALID,25.0,VALID,25.0,VALID,25.0,VALID,25.33,VALID,25.4,VALID,25.3,VALID,393.127,VALID,395.508,VALID,390.015,VALID,307.0,VALID,301.0,VALID,327.0,VALID,1.608,VALID,2.602,VALID,0.898,VALID,0.0,VALID,12.356,
1/23/17,12:10:03 AM,VALID,902.667,VALID,902.8,VALID,902.5,VALID,15.34,VALID,15.5,VALID,15.3,VALID,91.422,VALID,91.6,VALID,91.3,VALID,0.017,VALID,0.037,VALID,0.0,VALID,10.243,VALID,10.264,VALID,10.241,VALID,16.105,VALID,16.142,VALID,16.08,VALID,8.25,VALID,8.266,VALID,8.218,VALID,26.7,VALID,26.7,VALID,26.7,VALID,24.99,VALID,25.0,VALID,24.9,VALID,25.37,VALID,25.4,VALID,25.3,VALID,393.86,VALID,395.508,VALID,393.066,VALID,285.0,VALID,284.0,VALID,301.0,VALID,1.346,VALID,2.0,VALID,0.602,VALID,0.0,VALID,12.333,
1/23/17,12:20:03 AM,VALID,902.463,VALID,902.6,VALID,902.4,VALID,15.485,VALID,15.5,VALID,15.4,VALID,91.08,VALID,91.5,VALID,90.5,VALID,0.018,VALID,0.048,VALID,0.0,VALID,10.234,VALID,10.241,VALID,10.217,VALID,16.094,VALID,16.142,VALID,16.059,VALID,8.238,VALID,8.242,VALID,8.218,VALID,26.7,VALID,26.7,VALID,26.7,VALID,25.0,VALID,25.0,VALID,25.0,VALID,25.38,VALID,25.4,VALID,25.3,VALID,393.25,VALID,393.677,VALID,391.846,VALID,284.0,VALID,283.0,VALID,291.0,VALID,0.852,VALID,1.602,VALID,0.102,VALID,0.0,VALID,12.339,
1/23/17,12:30:03 AM,VALID,902.4,VALID,902.4,VALID,902.4,VALID,15.648,VALID,15.8,VALID,15.5,VALID,91.243,VALID,91.5,VALID,90.9,VALID,0.011,VALID,0.029,VALID,0.0,VALID,10.238,VALID,10.241,VALID,10.217,VALID,16.09,VALID,16.1,VALID,16.059,VALID,8.235,VALID,8.266,VALID,8.195,VALID,26.7,VALID,26.7,VALID,26.7,VALID,24.99,VALID,25.0,VALID,24.9,VALID,25.33,VALID,25.4,VALID,25.2,VALID,388.611,VALID,391.846,VALID,385.742,VALID,278.0,VALID,286.0,VALID,268.0,VALID,1.331,VALID,2.297,VALID,0.297,VALID,0.0,VALID,12.343,
1/23/17,12:40:03 AM,VALID,902.338,VALID,902.4,VALID,902.3,VALID,15.903,VALID,16.0,VALID,15.8,VALID,90.698,VALID,91.0,VALID,90.3,VALID,0.011,VALID,0.033,VALID,0.0,VALID,10.234,VALID,10.241,VALID,10.217,VALID,16.101,VALID,16.142,VALID,16.08,VALID,8.252,VALID,8.266,VALID,8.242,VALID,26.7,VALID,26.7,VALID,26.7,VALID,25.0,VALID,25.0,VALID,25.0,VALID,25.38,VALID,25.4,VALID,25.3,VALID,381.958,VALID,384.521,VALID,379.028,VALID,292.0,VALID,286.0,VALID,283.0,VALID,0.685,VALID,1.297,VALID,0.203,VALID,0.0,VALID,12.34,
1/23/17,12:50:03 AM,VALID,902.343,VALID,902.4,VALID,902.3,VALID,16.078,VALID,16.2,VALID,16.0,VALID,90.313,VALID,90.6,VALID,89.9,VALID,0.008,VALID,0.016,VALID,0.0,VALID,10.231,VALID,10.241,VALID,10.217,VALID,16.094,VALID,16.121,VALID,16.08,VALID,8.238,VALID,8.266,VALID,8.218,VALID,26.66,VALID,26.7,VALID,26.6,VALID,25.0,VALID,25.0,VALID,25.0,VALID,25.34,VALID,25.4,VALID,25.3,VALID,375.427,VALID,378.418,VALID,372.314,VALID,273.0,VALID,282.0,VALID,248.0,VALID,1.104,VALID,2.0,VALID,0.297,VALID,0.0,VALID,12.337,
1/23/17,1:00:03 AM,VALID,902.302,VALID,902.4,VALID,902.3,VALID,16.178,VALID,16.2,VALID,16.1,VALID,89.787,VALID,89.9,VALID,89.7,VALID,0.006,VALID,0.026,VALID,0.0,VALID,10.233,VALID,10.241,VALID,10.217,VALID,16.095,VALID,16.121,VALID,16.08,VALID,8.235,VALID,8.242,VALID,8.218,VALID,26.6,VALID,26.6,VALID,26.6,VALID,25.0,VALID,25.0,VALID,25.0,VALID,25.35,VALID,25.4,VALID,25.2,VALID,373.047,VALID,374.146,VALID,372.314,VALID,179.0,VALID,99.0,VALID,358.0,VALID,0.668,VALID,1.5,VALID,0.102,VALID,0.0,VALID,12.334,
1/23/17,1:10:03 AM,VALID,902.302,VALID,902.4,VALID,902.2,VALID,16.1,VALID,16.1,VALID,16.1,VALID,89.77,VALID,89.9,VALID,89.6,VALID,0.002,VALID,0.014,VALID,0.0,VALID,10.229,VALID,10.241,VALID,10.217,VALID,16.102,VALID,16.121,VALID,16.08,VALID,8.25,VALID,8.266,VALID,8.218,VALID,26.6,VALID,26.6,VALID,26.6,VALID,25.0,VALID,25.0,VALID,25.0,VALID,25.35,VALID,25.4,VALID,25.2,VALID,374.207,VALID,374.756,VALID,374.146,VALID,73.0,VALID,69.0,VALID,255.0,VALID,1.078,VALID,3.0,VALID,0.102,VALID,0.0,VALID,12.33,
1/23/17,1:20:03 AM,VALID,902.242,VALID,902.3,VALID,902.2,VALID,16.102,VALID,16.2,VALID,16.1,VALID,89.608,VALID,89.8,VALID,89.5,VALID,0.0,VALID,0.0,VALID,0.0,VALID,10.22,VALID,10.241,VALID,10.217,VALID,16.094,VALID,16.121,VALID,16.059,VALID,8.24,VALID,8.266,VALID,8.218,VALID,26.6,VALID,26.6,VALID,26.6,VALID,25.0,VALID,25.0,VALID,25.0,VALID,25.36,VALID,25.4,VALID,25.3,VALID,372.681,VALID,373.535,VALID,372.314,VALID,39.0,VALID,48.0,VALID,31.0,VALID,1.212,VALID,3.703,VALID,0.102,VALID,0.0,VALID,12.323,
